domain,label,method,m,heterogeneity,replication,seed,equal_objective,optimized_objective,improvement_percent,max_share,entropy,exact_joint_violation,alpha_allocation
service_capacity,Service capacity,bernstein,100,1.0,0,7,389.894920704081,379.13501043062837,2.7596949080593713,0.08320498860804282,0.903506237135526,0.004976365542463198,"[0.0003105513621002371,0.00024813608614538844,0.00035925627253748,0.0010910097909718067,0.0001483224188131264,0.00011591064223051567,0.0004771682680668602,0.0015737436616539069,0.00023586292318513916,0.00020947889006972233,0.000964336466190473,0.0007585017608265865,0.0001940475640696078,0.00018254400846352153,0.00039217279760000095,0.00029773231023165416,0.00017258759836087477,0.00014511367389186602,0.00019391725333898146,0.00017098705554097915,0.00010463139578613364,0.00020952387580775095,0.00013764781309147915,0.00010668179787998413,0.0001874033648316426,0.0004458898920755523,1.2175716585715395e-05,0.0004927137464374247,0.00010138329228769886,0.0007546223396232004,6.569372114704122e-05,0.000490230042368187,0.00020617410426172918,6.717829956963189e-05,0.002270135082124471,0.000630886365673806,0.0003624585807407182,0.0006196469003042985,0.00022295324589365233,0.00017226686254242704,0.0009767210320698024,0.0002720157988393001,0.0001494550317712946,0.0002274077493368158,0.0006798913423170439,4.7005317629894095e-05,0.001955915265301815,0.00038028318420762,0.0004989186890101411,0.0018074987631931242,0.00041092161378472315,0.00012395299825347213,0.00027066642618367356,0.0006076292026206722,0.00025516751117584985,0.0005215254538914493,0.00013169291604903002,0.000351343692604266,0.004160249430432458,0.0001417467766130878,0.00020565003556796541,0.0003549723971090992,0.0012521345381285758,5.3894666276935834e-05,0.00021564183297971204,0.00020918892895426889,0.00020391137157731265,0.001631384962610701,0.00014173867795110588,0.00022637656853708316,0.0003605265827079407,0.00012287548140697629,0.00018353090954504356,0.0003256712905535374,0.0004368291310263688,0.00026244264451455386,0.0008382831128071734,0.0002018650583747498,0.0004028157355321765,0.0012099939741998834,0.00020285482180717684,0.0002118159888848969,0.0008220866007256789,0.00028383380034664675,0.00030008683756537895,0.00017162285540267888,0.0009444729252474262,0.0004669489479707452,0.001265786590245013,0.00041770261765403056,0.00013559496862654158,0.0013345491500753994,0.000627262158865831,0.0007787285196199296,0.0005858408422091476,0.001099921239705968,0.00027601895687891795,0.0010216608268421145,7.80992802406883e-05,0.0002636987324821778]"
service_capacity,Service capacity,bernstein,100,1.0,1,8,389.89492070408113,377.9318595693728,3.0682782717725954,0.06948422518565164,0.8936061768255394,0.00499047213893982,"[0.0001577994901278614,3.35607917342643e-05,8.263487119029666e-05,0.0001609190316598963,5.6610076319178043e-05,0.00023648144721874611,6.116608126618384e-05,0.0026837225921469325,0.0006773389264659519,0.00029834721079480015,0.00026166784996906165,0.0002970764358818872,0.0008759659687386213,0.00032489936861303156,0.0003000431792197176,0.0001618973952057604,0.00015314370652945073,0.0016392932225784734,0.0005517783487512826,0.00021481772569472302,0.00029892780865820273,0.0009122050705657782,3.779188547504942e-05,0.0004650047407320545,0.00031321528510556957,0.0005136572787662444,0.0003200247433873516,0.0002771902053154832,0.00011652695565249411,0.00039610322181238657,0.00027720218493496897,3.250784106933376e-05,0.00013631902716277754,0.0006547816454661879,0.00020132254000336002,0.001600471963679627,0.000794390000930519,0.00026106863515231083,9.393254135836968e-05,0.00010500955857896064,0.00033549641426861975,0.0003104489310470096,0.00011365143600966492,2.179046316494509e-05,0.00013675191765783091,0.0003137600697379817,0.00019724175530905458,0.0003622652637669907,3.970072725993851e-05,0.0003456746969318484,0.00014691863041215567,0.00034633025953675786,0.00035933436608294315,8.962509138356708e-05,0.0011538910741600772,0.0013631696579864809,0.0001752011558972234,0.003474211259279142,0.00019293452577254607,0.00031495917036128516,0.001492108460895715,0.00020124142832508184,0.0003663584127592891,0.0013648657177736266,0.0007222070266004981,0.00018981633626835858,0.00027680883215269096,7.666755427444591e-05,0.001074458447972625,0.0011290723528055858,0.001446901471879063,0.0002428776177403778,0.00031946152823609424,0.0024671934491591165,2.2823196939748755e-05,0.00039073722534694124,0.001148412033050301,9.809121800868799e-05,0.00024556948468582225,5.5719867269562325e-05,0.0017237426913982177,0.00042906914174029883,0.0011551465091507885,0.0002833262409766995,0.0005181710429650495,0.00038918661881200996,0.00026003081331399424,0.0001501499810769349,0.00024289260572713526,0.0004136643532079712,0.0006507916113349546,0.00026626836940682924,0.0008383574884287498,0.0010049993136881101,7.96551789044762e-05,0.00019131529548092348,0.0003509701018043176,0.00034728851798524,0.00016340120785036819,0.0003800075346145791]"
service_capacity,Service capacity,bernstein,100,1.0,2,9,389.8949207040811,375.3877697092237,3.7207848126515874,0.06467868780067317,0.8711375035306038,0.005029942117475292,"[0.00012904504374080335,0.00037096164453987005,6.60802719882209e-05,0.0008798767156350313,0.00041883722640207534,0.0007422679169499379,0.0005376701260049756,0.00035746470913113347,0.00012575557249620806,0.00016751683372275472,5.649125725289617e-05,0.0032339343900336416,0.0005072059624979118,0.000536380213771974,0.0015495900709933776,5.4037514217308624e-05,0.0005052597965002412,0.00017899904805635926,0.00017739203497853175,0.001581974747935599,0.00019114077379236462,0.00013077989918696564,0.00020865201491269793,0.00039674757652014535,8.090898833902513e-05,0.0005513951536537185,0.00024903684880129943,0.00015980018918258104,0.0008556063987193636,9.947646785993833e-05,0.0004822219471871769,0.00012967026109816666,7.686321411835414e-05,0.0004057260666393807,0.000174202546037535,0.0005027243061183571,0.0005270370707331962,0.00025315213327190326,0.00015644387954070538,9.385362637447944e-05,0.0004787766825210308,0.0019839361190819808,0.00024092198731344352,3.343344206762577e-05,8.56096279237218e-05,0.00031225362555324524,0.00018456457432900012,0.0011578629667905235,0.00022488045887700958,0.00023083962228871173,7.551285627244552e-05,0.0005884915723788119,0.00012174320499415355,0.00015045575699821473,0.00036056996150032227,0.0007948170168509193,0.0009204016025452946,8.52905922434784e-05,0.0001859738366744383,0.0002442339603120304,0.0001575862618679741,0.00033247018226977134,0.0001359541638282097,0.0032213223874409704,0.00023923719925283596,0.0002335336627678127,0.000369249188405916,0.00026847203273247554,7.340728887530686e-05,0.00047777084639793164,0.0003148006691085351,0.0002718853274565654,8.014220319868899e-05,4.893052252142333e-05,0.00031067189344048966,0.0004035444835534547,0.00024321735781237912,0.00010305391327717755,0.0002525545825332854,0.00023376074655823834,6.97989920414647e-05,1.3506937706655079e-05,0.0018478184393299474,0.0001442970358759371,0.00014986329288121773,0.0017779746239559944,8.54888787483436e-05,0.000517225852655161,0.0001789498624163764,0.0004765133037669808,4.786211690270204e-05,0.0012664474517694196,0.0013071451590636839,0.0006822778415507907,0.0006943975736781624,0.0003046025389120175,0.0002068899583916433,0.0028569298827878006,6.2420385739218e-05,0.0031752750320741736]"
service_capacity,Service capacity,bernstein,100,1.0,3,10,389.8949207040811,380.5855599517184,2.387658894235308,0.05503915916474034,0.9176512399147733,0.004947437808607186,"[0.00017020834651494844,0.0005248778282353266,0.00027497258788279806,0.00018188093217982816,0.00034720017716354114,0.0010638162382835877,0.0005472620456877966,0.001780085611608195,0.0005158008083153425,0.00032958022228509533,0.00010512219386038418,0.0011785557993465837,0.0004933021644280534,0.0009387154990788886,0.0001553007253138881,6.460782907272982e-05,0.001439927250014882,6.62840082613779e-05,0.0013940350934836532,0.0005506070118116288,0.0007370755290115119,0.00011363629565034631,6.823729419118738e-05,0.0012631743939764606,0.0003909884192507337,0.0001110858588972236,0.0007293790369277795,0.0005016462100701788,0.000359007042995321,0.00030241225899517085,0.0001071750439533704,2.945076744699492e-05,0.00019587950132615248,0.0001908951769879044,0.00034022455035082744,0.0005820207362548981,0.00046588986974567623,0.0009755606724570606,0.0005933425948615995,0.000498362837869318,0.00013401206855734627,0.00031123779323670165,0.0011051275937033456,0.00038635945146598907,9.336029439176171e-05,0.000878222600562985,0.00047752622432632464,0.00044111511582924773,0.000476328166279279,0.0012636455842940585,2.5087328760730684e-05,0.0004710440254088803,0.0002134010646251677,0.00022234606791334956,0.0004155716070221614,7.350634806346042e-05,0.000513288033763521,0.0002550633285137254,0.0011623100227105252,0.00022157566036987392,0.0002008729171490022,3.073841938659077e-05,0.0003828939306164664,0.0010301786281606698,5.682063370768702e-05,5.2329238828053234e-05,0.00016562310460129705,0.0014353218852976185,9.523596719739417e-05,0.00036148690521104176,9.52685797508549e-05,7.908533221818233e-05,0.00034962006204044925,0.00023049823942141758,3.653343916755762e-05,0.0001087211035334521,0.0003965689283603827,0.00023838012060084626,0.0006504284972172079,0.00016802695992802297,0.0027519579582589923,0.00037737714646192974,0.00048815564108693234,9.348875065770784e-05,0.0001142049249016551,0.0004536252846848366,0.0010494483014047082,9.279446173499058e-05,8.334920166016051e-05,0.0001354334798909755,0.00037363770598512476,0.0007210862794375291,0.0013448321008647382,0.0004004752829576973,0.0005913980873480999,0.0005376208061267324,0.0005353976127168156,0.0015415589525945438,0.0012999429431969098,0.0010318673421873207]"
service_capacity,Service capacity,bernstein,100,1.0,4,11,389.8949207040811,379.7798732530996,2.594300903616671,0.05614037275983084,0.9100377754922898,0.004962032565872079,"[0.00018166151081847322,0.001157069249091684,0.0009824868734171943,0.00019538477820075476,0.0002080546450166035,7.901979055220556e-05,0.0003276206990110135,0.0007345448586851385,0.00046821199043989,2.6362446388097963e-05,0.0028070186379801384,0.0004267935467243898,0.002573362398216294,0.00029092477712076403,0.00016351994500716607,0.00014677762807596462,0.0015728956275145715,0.001860192016840775,0.0001479721858681445,0.0003167054861658489,0.0002502367592635732,5.312385666289451e-05,0.000337877235811098,0.00014288426051090153,8.413026429584115e-05,0.00038018894222383227,0.00021997490829116212,0.00025021029775829323,7.33331728229704e-05,0.0004049896970011886,0.00012112486965791076,8.702590809715833e-05,0.00031999514366848076,0.00026357445385768893,0.0008212444140731194,0.00036931673877921474,0.0012681031579362635,0.001256321118955552,0.0005673671006781633,0.0001534554886111724,0.00023624489685681915,0.00021370306467824305,0.00048790008212904075,5.0436981284219927e-05,0.00012405429763316954,0.00015281833871929134,0.00010110832045200763,0.00026212991373810026,0.00010786753147877056,0.00016716778119398983,0.0010429956174395883,0.0013069368128470935,0.0007658115801474166,0.00025639350596914033,0.00036641760768360066,0.0005136108024615673,0.0008684248982940507,0.0019588315089149252,0.0004041612920530851,0.00021579477829232135,0.0003405445555987524,0.0007861313487568273,0.0003368915056099486,0.0004567855670055798,0.00046418447254671267,0.00018140884200380363,0.00015592416390963488,0.00025095095284082523,0.0002538431157048487,0.00022836380659945426,0.0004908205983996433,0.0007766464322180544,0.0004992106298451752,0.0006264278539194652,0.0010154738432871988,0.0012848633198388362,6.760414887523621e-05,0.0005294100369356528,0.00030061277386905875,0.0003840441055353618,0.00014589826443258544,0.0012408105369985552,4.424373564099685e-05,0.0009258893215464662,0.0004621755243228629,5.355209615151873e-05,0.0002111570349349949,7.554149715530476e-05,0.0004607820176290629,0.000626219212333187,0.0006328417415684091,4.3153388746665946e-05,0.0005368406738069961,0.0005412375024247118,0.0004197589742992246,0.00042542636414015874,5.483816605261907e-05,0.0015003168710682972,9.676735807871305e-05,0.0003785411528074446]"
service_capacity,Service capacity,bernstein,100,1.0,5,12,389.89492070408096,379.18782308902996,2.746149551195969,0.06734450365538165,0.9044765271733359,0.004972706613824018,"[6.017597948133839e-05,0.00042035719895729454,0.0006255022987098048,0.0003146819047179511,0.0008267694229089059,0.00011271537665895231,0.0002013321881239933,0.00024823525846469254,0.0002815693711993931,0.0005437830246157907,0.00045964041220389416,0.002204358915141013,5.7507582658338485e-05,0.0005122578075971568,4.842612150473352e-05,0.0033672251828261797,0.0010043190120249887,0.001763339016984302,0.0002849258901211197,0.0002251243775769843,0.001002602839419887,0.0004237400658461963,0.00011170029011793603,9.452196664654785e-05,0.0002765941677891866,0.00017493730322238596,0.0018276330204049728,0.0001135327665128847,0.0003722933377306031,8.64706410776318e-05,0.00016526987874656115,9.982762582992589e-05,0.0007143167305756304,0.00010227789237233782,0.00017666580378453267,9.946211680403501e-05,0.0005576095908659095,0.00034179985586456926,0.0004052885141308574,0.0009195424075687887,0.0005338829684143765,0.0002692415205392504,0.0003821062818182818,0.00045165794257966336,9.931926967339892e-05,0.00018708754653337575,0.00018447854024621502,6.749278243907285e-05,0.00010003118826854726,0.0006052858294094386,0.0005183297377082876,0.0006098198051895111,0.0007740230546822533,0.00038555523139495153,0.0010753158624017467,0.00044686438307583716,0.00060359237092778,0.00201656264940842,0.0003017682165466373,0.0018109308253171316,0.0002669883753646373,0.0001586581806476086,0.00022879892316756193,0.00016958074682724624,0.00012280045237817908,0.0002021787697218715,0.00013888612213221231,0.0003575719872034864,0.0001272168506815639,0.0001538856146740091,0.0004071775935603882,0.0005059496227838747,0.0006874490281900076,0.0009660683709753547,0.0004251836292290136,0.0003869589430999763,0.0002884809671535272,2.316129405282395e-05,3.669173339373289e-05,0.00182253979313291,0.000221318427810139,9.973760854453902e-05,0.00031302246549967005,0.0017938103841558903,0.0005546312493977209,0.00011341067556565291,0.00014625638864839503,0.0004119941861359758,0.0012793739891111171,0.00018157696939286294,0.0007080441743486967,0.00043795647927312995,0.0005880358304630421,0.0003242545585515465,0.0006728285804541905,0.0001283312842392247,0.0003966281913915969,0.0007883370913860928,0.00015374616085660062,0.00015879914288937353]"
service_capacity,Service capacity,bernstein,100,1.0,6,13,389.8949207040811,370.9694107325053,4.854002698316677,0.12381761816229782,0.831899334267205,0.005103776644829825,"[0.002707239237364368,3.464823819830273e-05,0.00013809741624899412,0.00017797258700455825,0.0002849355393281421,0.00013873886152456386,0.0039014476616771486,9.558799620847466e-05,0.00016779151320314196,0.0001870979537888716,0.0005490877080371624,0.0002065354382944719,0.0001891960276545271,0.00033599032363408686,0.0008329514465597247,7.120014489354713e-05,9.116259399108239e-05,2.3364991841295986e-05,0.0020407257021364533,0.0001403659796193271,0.0002593934433599822,0.0002067727503120631,0.006190880908111731,0.0006089609136732375,0.0004995862044855731,0.0009015005241761918,0.00010062722684957225,0.0003169509042026664,5.32718877433583e-05,0.00020528536189575735,8.783621822175741e-05,0.0017500411659247903,0.00031499420438456935,0.00012345279708676267,0.00013742171166511005,0.00025200508131220667,0.0008319560784082643,0.0001478013476205817,0.00011649828935816057,0.00012123406208271414,9.27607028714151e-05,0.0006276273726902384,9.607292926369949e-05,0.0006637614892311148,0.0002538709537723665,0.0006758742039930039,0.0005688837580898643,0.0001303882259432891,0.00020330634062451565,0.0007472414581129489,0.00020780161156496796,0.00020947811308105816,0.00026545749645913257,0.0006235616690347819,0.0001751822727718294,0.000368126375729117,0.002485200009080188,0.0013313132749683296,0.00016987694129686143,0.001075021005545314,9.444907379302498e-05,5.127950679711507e-05,3.1305237047466264e-05,4.107322815957838e-05,0.00043573230598601824,0.0010439382180214196,6.27111271151154e-05,6.412880080455298e-05,4.0547195627677106e-05,0.00011219276060892914,0.00011853356643054136,0.00021087924453305504,0.0008222850569402731,0.00018686269466385502,5.0922717243957875e-05,0.00043229068803067426,0.0004564015812624501,0.00045573924279727093,0.0008880354008703736,0.00046790253692116147,0.0004968130274692448,0.0001718726540990386,7.426904193316865e-05,0.00017744148548735921,7.274572843943939e-05,0.00036968095458275653,0.00014744888597542568,0.00034070582516938834,6.603780824458383e-05,0.00020776017760554526,0.003047338129823641,0.0002941614601435704,0.0002150739856848349,0.00012675016699501934,0.0007793248283033559,0.0002586122538112372,1.1189957034306974e-05,2.880437004246108e-05,6.756694558578656e-05,0.0004677774836824775]"
service_capacity,Service capacity,bernstein,100,1.0,7,14,389.894920704081,375.4728738076253,3.6989573679010848,0.08590872574424704,0.8716862513594842,0.005029933018162257,"[0.000680694066440146,0.00010504850832281066,9.598820743469598e-05,4.716891455026541e-05,0.0006009653518236628,0.0007894638002610884,0.0008539692142354603,0.000261724496334407,0.0005053601257795231,4.726891232241695e-05,0.003950852747449871,6.658701755940451e-05,0.0001696927650902607,0.004295436287269569,0.0001712275576156412,0.0001722702829687099,0.0003883775734760432,0.0003118333668932269,0.0001125967023397509,0.0001266242445123425,0.0017515039568488165,0.0007386307664641696,0.0002472169509182084,0.0014473282763119949,0.00028236181973583375,0.0002662362358584138,0.0004575173071331768,0.00017030942887274255,0.0003500873817388004,0.00012100497292370698,0.0006108093682842567,0.0007050433863986929,9.634641348409285e-05,0.0001011414888606751,0.00011851172235336314,0.0009615353491592607,0.00018121302886310494,0.0005826729615303136,2.9927075633558634e-05,0.0009646174867706617,0.00023984925654372286,0.0012571365397831774,0.0006709537377361826,0.00021737471010478403,0.00016813262387261924,0.0003043132685220477,0.00010964152525087964,0.0005233563598275898,0.0010846649177425414,0.001192898217731432,2.9039416533812427e-05,0.0005064923352454027,0.0002638214108327284,0.0003520249521409357,0.0002038007742635095,0.0004714768093111421,0.0011091601376895996,3.0324241924394678e-05,9.258005450038802e-05,0.00034968186367783467,2.9199103610439424e-05,0.00026740226677063675,0.00209105101409928,0.00021568434301244004,0.0003109345930516241,0.0002461949235220767,0.00025171858557350684,0.00011208322895786684,0.00036832858331801175,0.0001550118547757314,0.002145442813359936,0.000255483745411287,0.0016667012324964887,6.860013189603065e-05,0.00010070657854845503,0.00012813928802519006,0.000481989127778682,0.0002047830030487989,0.0002609208771784619,6.192992441482708e-05,0.00017971246340326384,0.0008258718135431737,0.0005468559487072846,0.00014936324872671263,0.0002198284570818361,4.785236496302404e-05,7.914390931427375e-05,7.44056772244895e-05,0.0002366997328177701,0.0005811288236341075,0.00019151756942368013,8.799619573007179e-05,0.00014380733770403832,0.0002641329511945581,0.0012287260010095534,0.00010463277586828536,0.00020456273333348133,0.00016554097061078518,0.0006541894502965106,0.0014778376831714852]"
service_capacity,Service capacity,bernstein,100,1.0,8,15,389.89492070408096,377.93695374634524,3.0669717205194047,0.05731087941471137,0.8944565332593628,0.004985854014919632,"[0.0001004585557473427,0.0002730050037404628,0.0015761013970725802,0.00020663806529776213,0.000853368242881119,0.0015406402327523784,6.466951646552562e-05,0.0003490662191478534,2.7928247347536907e-05,0.001830340447729234,0.001038465089348683,0.00024945002042399053,0.0015491544407445238,0.0010128460874762432,0.000642850058996615,0.0007536182230353869,0.00020826086174227497,0.0010341279479181874,0.0006384587997658904,0.00022517541001581236,6.87052445350389e-05,6.300475132215764e-05,0.0005361397161168119,0.00012590592830723246,0.0006332906528812187,0.00018011947078017164,0.0004854001677400975,0.0002492241846228477,0.00016603912304993172,3.180462117360585e-05,0.00019534396200923085,0.00037873585648802986,0.0003988263905951475,0.0004428322744311058,0.00020225834422364546,4.354379724068151e-05,0.002091217419309346,0.0004757776527224752,0.0005652393829568595,0.0006435130351078748,2.598770028624161e-05,4.47784686829669e-05,0.0003058675722363307,0.0004907671126706856,7.320432348806222e-05,0.001019421729164706,0.00021548852504390834,0.0003713984169422419,0.0007194719865949417,0.00014062446475467274,0.0014090822205000196,0.0006021721913563369,0.0003218230067309586,0.0002515560629497177,0.000830788708665176,0.00019238256198580842,0.00016909350490759608,3.2848417857947484e-05,0.00037996765921025376,0.00020594605693337965,8.111916481896633e-05,0.0007765123832581612,0.0013011510673740677,0.00040723985426976414,0.00011840863330243666,0.0005178157495885753,0.00035836320203916274,0.001993991863458966,6.022264875620911e-05,0.00014064966955424572,0.00018057099848896673,4.741818563250536e-05,0.00012011725249636454,0.0001304655671634131,0.0001884070783072994,0.00020054047307160937,0.0001352596193301019,0.0001880022833744269,0.0001545285131203748,7.721326936664148e-05,0.00020053273953227866,0.00025783443250381783,0.00011648465231100906,0.0001825884148033667,0.0006519804228403625,0.001033598842739188,0.002865543970715587,0.0003447258287224809,0.000805660702348767,5.380486208587885e-05,0.0014002224455761966,0.0020902856171786466,0.0001225722363641154,0.0014998757459372277,0.00021469627778269353,0.00024295305893440417,0.00016165625094868976,0.0001363199279594897,0.0004065512576859903,7.989930168403397e-05]"
service_capacity,Service capacity,bernstein,100,1.0,9,16,389.89492070408113,377.2897215848558,3.2329734115188242,0.060206367209017446,0.8884433462737067,0.004997403948555312,"[6.15840107281846e-05,0.0002513879777598046,0.00024987333946577587,0.0007694133622556791,0.0015600281796136653,0.0002526154787585429,0.000222599004785198,0.00014579542678288203,0.0003338432645199461,0.000125498309839298,0.00030082240087153867,8.933985917970088e-05,0.0003552675333107127,0.0012619187943017313,0.0007750435979602085,0.0005861887618411622,0.0006122764982622166,0.00020590185838063806,0.00010821219714759641,0.0002762219009570886,9.607232518511008e-05,0.000624222168266357,0.0001186203756805262,0.0005508917067238441,0.00042391218695518303,8.567323334895224e-05,0.00015095304259128196,3.068633005261748e-05,0.00022777227471762823,9.844238534169368e-05,0.0008160975298990358,0.00047460797680475724,0.0020573432196113062,0.0006002618823407565,1.2018690744413137e-05,7.132546081658597e-05,9.243140265112191e-05,0.00032274879894959776,0.0005111299886363043,0.0011487180968965454,0.00013062705482915437,0.00024761479715470775,0.0002780021269213592,0.00026314753396870094,0.0003774977929801487,0.001544189620337972,0.0003961025028017543,0.0009621203719095357,0.0011405910735540585,0.00025062014431039557,0.0009754466270613877,0.00019312833583053367,0.00014632098133711776,4.7731438502218796e-05,0.00012123746388674045,0.0008133786246696216,0.00014870867638656503,4.840579433429096e-05,0.000509358613588513,5.703434696016068e-05,0.0024619457758145624,0.0003317352493115868,0.0010521992503801795,0.0019496856799555587,6.537631200234545e-05,0.0002492597143098177,0.0005752681268332568,0.00014234018725328929,0.00020819480600258735,0.0003487324348376326,0.0002296704257547471,0.0001330401420170763,0.0014584890451590307,0.0015610659249669554,0.000304505830614969,0.00012824951255646563,0.0007912310095440898,0.0005881047741119571,0.00042161203119904305,0.00032209635140397413,3.719473685213514e-05,0.00023244004474243883,0.00014712613906354662,0.0006360583304293135,0.00015627804069543225,0.000105593503883393,0.00015930083077774399,0.0022736864581096345,0.00010462020927180309,0.0003967400927789636,0.00025707677508337505,0.002063432334252182,0.0003790898940893385,0.0030103183604573026,0.00011125046375842329,0.00011738223980627086,0.00023910429940507004,1.8920640800662385e-05,0.0001724231098485196,0.00035013615771201236]"
